event_type,event_label,family_7class,victim_device,victim_source
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,LIFX Lightbulb,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Lumiman bulb,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Luohe Cam Dog,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Netatmo Weather Station,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Philips Hue Bridge,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Rbcior Camera,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Ring Base Station,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,SIMCAM 1S (AMPAKTec),official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Smart Board,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,SmartThings Hub,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,TP-Link Tapo Camera,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Teckin Light Strip,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Teckin Plug 1,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Teckin Plug 2,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Wyze Camera,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Yi Indoor Camera,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Yi Outdoor Camera,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Yutron Plug 1,official_victims_pdf
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,Yutron Plug 2,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,AeotecHub,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Amazon Alexa Echo Dot 1,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Amazon Echo Show,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Amazon Alexa Echo Spot,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Amazon Alexa Echo Studio,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Amazon Plug,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,AMCREST WiFi Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Arlo Base Station,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Arlo Q Indoor Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Atomi Coffee Maker,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Borun/Sichuan-AI Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Cocoon Smart HVAC Fan,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Eufy HomeBase2,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Fibaro Home Center Lite,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Globe Lamp ESP_B1680C,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Nest Indoor Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Google Nest Mini Speaker,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Bulb,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Gosund Power strip (1),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Power strip (2),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Smart plug WP2 (1),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Smart Plug WP2 (2),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Smart plug WP2 (3),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,GoSund Smart Plug WP3 (1),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Gosund Smart Plug WP3 (2),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Govee Smart Humidifer,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,HeimVision Smart WiFi Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,harman kardon (Ampak Technology),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,HeimVision SmartLife Radio/Lamp,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Home Eye Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,iRobot Roomba,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,LampUX RGB,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Levoit Air Purifier,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,LG Smart TV,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,LIFX Lightbulb,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Lumiman bulb,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Netatmo Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Netatmo Weather Station,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Philips Hue Bridge,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,RaspberryPi (DC:A6:32:C9:E6:F4),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,RaspberryPi (DC:A6:32:C9:E4:C6),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,RaspberryPi (DC:A6:32:C9:E5:02),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Rbcior Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Ring Base Station,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,SmartThings Hub,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Sonos One Speaker,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,TP-Link Tapo Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Teckin Light Strip,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Teckin Plug 1,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Teckin Plug 2,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Wemo smart plug 1 (Wemo id: Wemo.Mini.AD3),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Wemo smart plug 2 (Wemo id: Wemo.Mini.4A3),official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Wyze Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Yi Indoor 2 Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Yi Indoor Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Yi Outdoor Camera,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Yutron Plug 1,official_victims_pdf
recon-osscan,Recon-OSScan,Recon,Yutron Plug 2,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,AeoTec Smart Home Hub,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Alexa Echo Dot 1,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Alexa Echo Dot 2,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Echo Show,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Alexa Echo Spot,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Alexa Echo Studio,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Amazon Plug,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,AMCREST WiFi Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Arlo Base Station,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Arlo Q Indoor Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Atomi Coffee Maker,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Borun/Sichuan-AI Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Cocoon Smart HVAC Fan,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Eufy HomeBase2,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Fibaro Home Center Lite,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Globe Lamp ESP_B1680C,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Nest Indoor Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Google Nest Mini Speaker,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Bulb,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Gosund Power strip (1),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Power strip (2),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Smart plug WP2 (1),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Smart Plug WP2 (2),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Smart plug WP2 (3),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,GoSund Smart Plug WP3 (1),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Gosund Smart Plug WP3 (2),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Govee Smart Humidifer,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,harman kardon (Ampak Technology),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,HeimVision Smart WiFi Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,HeimVision SmartLife Radio/Lamp,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Home Eye Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,iRobot Roomba,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,LampUX RGB,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Levoit Air Purifier,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,LG Smart TV,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,LIFX Lightbulb,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Lumiman bulb,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Netatmo Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Netatmo Weather Station,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Philips Hue Bridge,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Rbcior Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Ring Base Station,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Smart Board,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,SmartThings Hub,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Sonos One Speaker,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,TP-Link Tapo Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Teckin Light Strip,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Teckin Plug 1,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Teckin Plug 2,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Wemo smart plug 1 (Wemo id: Wemo.Mini.AD3),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Wemo smart plug 2 (Wemo id: Wemo.Mini.4A3),official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Wyze Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Yi Indoor 2 Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Yi Indoor Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Yi Outdoor Camera,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Yutron Plug 1,official_victims_pdf
recon-portscan,Recon-PortScan,Recon,Yutron Plug 2,official_victims_pdf
dictionarybruteforce,DictionaryBruteForce,BruteForce,HeimVision Smart WiFi Camera,official_victims_pdf
dictionarybruteforce,DictionaryBruteForce,BruteForce,Luohe Cam Dog,official_victims_pdf
dictionarybruteforce,DictionaryBruteForce,BruteForce,RaspberryPi (DC:A6:32:C9:E6:F4),official_victims_pdf
dictionarybruteforce,DictionaryBruteForce,BruteForce,RaspberryPi (DC:A6:32:C9:E4:C6),official_victims_pdf
dictionarybruteforce,DictionaryBruteForce,BruteForce,RaspberryPi (DC:A6:32:C9:E5:02),official_victims_pdf
