question_id,gqm_ref,framework,standard_id,question_type,metric_id,evidence_kind,question_text,status
GQM-CSF-092-EVID-01,GQM-CSF-092,NIST-CSF-2.0,RS.AN-06,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.AN-06 - Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-093-EVID-01,GQM-CSF-093,NIST-CSF-2.0,RS.AN-07,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.AN-07 - Incident data and metadata are collected, and their integrity and provenance are preserved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-094-EVID-01,GQM-CSF-094,NIST-CSF-2.0,RS.AN-08,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.AN-08 - An incident's magnitude is estimated and validated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-094-MET-01,GQM-CSF-094,NIST-CSF-2.0,RS.AN-08,metric_specific,IL_CIA,IncidentResponseEvidence,"For impacts directly relevant to RS.AN-08 - An incident's magnitude is estimated and validated, what confidentiality/integrity/availability impact evidence is available, and what provenance supports the assessment?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-095-EVID-01,GQM-CSF-095,NIST-CSF-2.0,RS.CO-02,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.CO-02 - Internal and external stakeholders are notified of incidents' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-096-EVID-01,GQM-CSF-096,NIST-CSF-2.0,RS.CO-03,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.CO-03 - Information is shared with designated internal and external stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-086-EVID-01,GQM-CSF-086,NIST-CSF-2.0,RS.MA-01,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MA-01 - The incident response plan is executed in coordination with relevant third parties once an incident is declared' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-087-EVID-01,GQM-CSF-087,NIST-CSF-2.0,RS.MA-02,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MA-02 - Incident reports are triaged and validated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-088-EVID-01,GQM-CSF-088,NIST-CSF-2.0,RS.MA-03,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MA-03 - Incidents are categorized and prioritized' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-089-EVID-01,GQM-CSF-089,NIST-CSF-2.0,RS.MA-04,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MA-04 - Incidents are escalated or elevated as needed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-090-EVID-01,GQM-CSF-090,NIST-CSF-2.0,RS.MA-05,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MA-05 - The criteria for initiating incident recovery are applied' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-097-EVID-01,GQM-CSF-097,NIST-CSF-2.0,RS.MI-01,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MI-01 - Incidents are contained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-098-EVID-01,GQM-CSF-098,NIST-CSF-2.0,RS.MI-02,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.MI-02 - Incidents are eradicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
