framework,id,title,gqm_ref,linked_ids,uml_class,metric_ids,evidence_kind,proposed_uml_anchor,recommended_metric_ids,metric_repair_action,olir_exact_set,R1_Count,OLIR218_Count,Overlap_Count,semantic_review_status,evidence_question,independent_review_sampled,final_review_decision,final_metric_fit,final_uml_fit,final_crosswalk_fit,final_review_action,post_review_implementation_status,post_review_note
NIST-CSF-2.0,GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",GQM-CSF-029,A.5.26,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-08 - Relevant suppliers and other third parties are included in incident planning, response, and recovery activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",GQM-CSF-030,A.5.20;A.5.21;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,3,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-09 - Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,GQM-CSF-031,A.5.19;A.5.20;A.5.21;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,4,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.SC-10 - Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,ID.AM-01,Inventories of hardware managed by the organization are maintained,GQM-CSF-032,A.5.9,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'ID.AM-01 - Inventories of hardware managed by the organization are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained",GQM-CSF-033,A.5.9,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.AM-02 - Inventories of software, services, and systems managed by the organization are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,GQM-CSF-034,A.5.14;A.8.20;A.8.21;A.8.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,4,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'ID.AM-03 - Representations of the organization's authorized network communication and internal and external network data flows are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,ID.AM-04,Inventories of services provided by suppliers are maintained,GQM-CSF-035,A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'ID.AM-04 - Inventories of services provided by suppliers are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",GQM-CSF-036,A.5.12;A.5.13;A.5.9,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,AV_MONETARY,partial_replace,no,3,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.AM-05 - Assets are prioritized based on classification, criticality, resources, and impact on the mission' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,GQM-CSF-037,A.5.9,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.AM-07 - Inventories of data and corresponding metadata for designated data types are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",GQM-CSF-038,A.5.12;A.5.13;A.5.22;A.5.8;A.5.9;A.7.10;A.7.13;A.7.14,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,8,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.AM-08 - Systems, hardware, software, services, and data are managed throughout their life cycles' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",GQM-CSF-039,A.8.8,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT,replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-01 - Vulnerabilities in assets are identified, validated, and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,GQM-CSF-040,A.5.22;A.5.7;A.8.16,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT,replace,no,3,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-02 - Cyber threat intelligence is received from information sharing forums and sources' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-03,Internal and external threats to the organization are identified and recorded,GQM-CSF-041,A.5.7;A.8.16,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT,replace,no,2,0,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'ID.RA-03 - Internal and external threats to the organization are identified and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,partial,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Pruned A.5.22 per adjudicated rationale; retained A.5.7 primary and A.8.16 as a secondary monitoring relation because consensus did not explicitly direct its deletion. EP_EXPLOIT retained with final metric_fit=partial.
NIST-CSF-2.0,ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,GQM-CSF-042,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT;IL_CIA,replace,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-04 - Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-05,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",GQM-CSF-043,A.5.7,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT;IL_CIA;RRL_PORTFOLIO,replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-06,"Risk responses are chosen, prioritized, planned, tracked, and communicated",GQM-CSF-044,A.5.7,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,RRL_PORTFOLIO,replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-06 - Risk responses are chosen, prioritized, planned, tracked, and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",GQM-CSF-045,A.8.32,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,IL_CIA,replace,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-07 - Changes and exceptions are managed, assessed for risk impact, recorded, and tracked' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",GQM-CSF-046,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT,replace,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-08 - Processes for receiving, analyzing, and responding to vulnerability disclosures are established' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,GQM-CSF-047,A.5.20;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-09 - The authenticity and integrity of hardware and software are assessed prior to acquisition and use' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.RA-10,Critical suppliers are assessed prior to acquisition,GQM-CSF-048,A.5.20;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.RA-10 - Critical suppliers are assessed prior to acquisition' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.IM-01,Improvements are identified from evaluations,GQM-CSF-049,A.5.35,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.IM-01 - Improvements are identified from evaluations' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",GQM-CSF-050,A.5.35,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.IM-02 - Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",GQM-CSF-051,A.5.27,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'ID.IM-03 - Improvements are identified from execution of operational processes, procedures, and activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,RESIDUAL_PARTIAL_DOCUMENTED_NO_GUESSED_REPLACEMENT,"Residual partial relation retained: A.5.27 captures post-incident learning but is narrower than general operational improvement. No replacement/additional ISO control was human-specified, so no new semantic link was invented."
NIST-CSF-2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",GQM-CSF-052,A.5.24;A.5.26;A.5.27,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,3,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'ID.IM-04 - Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization",GQM-CSF-053,A.5.15;A.5.18;A.8.2;A.8.5,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,4,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AA-01 - Identities and credentials for authorized users, services, and hardware are managed by the organization' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,GQM-CSF-054,A.8.2;A.8.3;A.8.5,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,3,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AA-02 - Identities are proofed and bound to credentials based on the context of interactions' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AA-03,"Users, services, and hardware are authenticated",GQM-CSF-055,A.5.15;A.5.16;A.5.17;A.5.18;A.8.5,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,5,2,2,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'PR.AA-03 - Users, services, and hardware are authenticated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,PR.AA-04,"Identity assertions are protected, conveyed, and verified",GQM-CSF-056,A.5.16,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AA-04 - Identity assertions are protected, conveyed, and verified' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",GQM-CSF-057,A.5.14;A.5.15;A.5.16;A.5.17;A.5.18;A.5.3;A.8.18;A.8.2;A.8.3;A.8.4;A.8.5,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,11,6,6,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AA-05 - Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk",GQM-CSF-058,A.7.1;A.7.12;A.7.2;A.7.3;A.7.4,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,5,4,4,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AA-06 - Physical access to assets is managed, monitored, and enforced commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,GQM-CSF-059,A.6.3,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,TrainingAwarenessEvidence,EvidenceRequirement,HF_AWARENESS,replace,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AT-01 - Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,GQM-CSF-060,A.5.2;A.6.3,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,TrainingAwarenessEvidence,EvidenceRequirement,HF_AWARENESS,replace,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.AT-02 - Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",GQM-CSF-061,A.5.10;A.5.13;A.5.14;A.5.15;A.5.3;A.6.1;A.6.5;A.7.10;A.7.7;A.8.17;A.8.19;A.8.2;A.8.22;A.8.26;A.8.3;A.8.4;A.8.7;A.8.8,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,18,11,3,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.DS-01 - The confidentiality, integrity, and availability of data-at-rest are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected",GQM-CSF-062,A.5.10;A.5.13;A.5.14;A.5.15;A.5.3;A.6.1;A.6.5;A.8.17;A.8.2;A.8.20;A.8.22;A.8.26;A.8.3;A.8.4,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,14,2,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'PR.DS-02 - The confidentiality, integrity, and availability of data-in-transit are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",GQM-CSF-063,A.8.2;A.8.24;A.8.3,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'PR.DS-10 - The confidentiality, integrity, and availability of data-in-use are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,"Pruned diffuse policy/personnel/design links; final set restricted to A.8.2, A.8.3 and A.8.24 direct data-in-use safeguards."
NIST-CSF-2.0,PR.DS-11,"Backups of data are created, protected, maintained, and tested",GQM-CSF-064,A.8.13,EventPotential,EP_EXPLOIT;DR;FPR;AUROC;PR_AUC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'PR.DS-11 - Backups of data are created, protected, maintained, and tested' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
